team,tournament,match,alliance,sandstorm_start_hatch,sandstorm_start_cargo,sandstorm_start_lvl_1,sandstorm_start_lvl_2,sandstorm_hab,sandstorm_rocket_cargo_1,sandstorm_rocket_cargo_2,sandstorm_rocket_cargo_3,sandstorm_total_rocket_cargo,sandstorm_rocket_hatch_1,sandstorm_rocket_hatch_2,sandstorm_rocket_hatch_3,sandstorm_total_rocket_hatch,sandstorm_cargoship_cargo,sandstorm_cargoship_hatch,teleop_rocket_cargo_1,teleop_rocket_cargo_2,teleop_rocket_cargo_3,teleop_total_rocket_cargo,teleop_rocket_hatch_1,teleop_rocket_hatch_2,teleop_rocket_hatch_3,teleop_total_rocket_hatch,teleop_cargoship_cargo,teleop_cargoship_hatch,teleop_climb_1,teleop_climb_2,teleop_climb_3,rating_cargo_accuracy,rating_hatch_accuracy,rating_speed,rating_defense,rating_stability,disabled,interfere,defense,comment_scout,comment_super,match_id,scout_id,Total Game Pieces,Hab Climb
6934,CAVE,29,b,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,2,1,3,2,5,FALSE,FALSE,TRUE,defended while holding a cargo. did not bother opponent very much,,29@CAVE:b[5678;6934;6553],1,0,0
294,CAVE,29,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,3,0,FALSE,FALSE,TRUE,4,3,3,1,4,FALSE,FALSE,FALSE,Climbed with another robot to the third level; had defense on them,,29@CAVE:r[3512;294;3473],1,6,12
3473,CAVE,29,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,1,3,1,TRUE,FALSE,FALSE,4,4,5,1,4,FALSE,FALSE,FALSE,Driving was super smooth. Wasn't too accurate when placing hatches on rocket,,29@CAVE:r[3512;294;3473],2,7,3
3512,CAVE,29,r,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,1,4,3,3,3,FALSE,FALSE,TRUE,Waited until end of sandstorm to immediately cross cargo ship line; not very irritating or effective. Pins followed rules. Climbed level three w other robots,,29@CAVE:r[3512;294;3473],0,0,12
3328,CAVE,30,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,TRUE,FALSE,FALSE,2,2,1,1,2,FALSE,FALSE,FALSE,Has a very flimsy hatch mechanism had an extremely hard time grabbing up a hatch,,30@CAVE:b[7323;5869;3328],2,3,3
5869,CAVE,30,b,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,TRUE,FALSE,FALSE,1,3,2,1,3,FALSE,FALSE,FALSE,swerve drive but still slow and had an inefficient intake,,30@CAVE:b[7323;5869;3328],1,2,3
7323,CAVE,30,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,3,2,2,FALSE,FALSE,TRUE,looked confused/lost,,30@CAVE:b[7323;5869;3328],0,0,3
115,CAVE,30,r,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,TRUE,FALSE,FALSE,4,3,4,1,4,FALSE,FALSE,FALSE,,,30@CAVE:r[7650;115;3925],1,6,3
3925,CAVE,30,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,2,1,3,0,0,TRUE,FALSE,FALSE,5,5,4,1,4,FALSE,FALSE,FALSE,Very quick at getting back to hab,,30@CAVE:r[7650;115;3925],2,5,3
7650,CAVE,30,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,FALSE,TRUE,FALSE,4,3,3,1,2,FALSE,TRUE,FALSE,,,30@CAVE:r[7650;115;3925],0,4,6
4486,CAVE,31,b,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0,FALSE,TRUE,FALSE,5,3,3,1,4,FALSE,FALSE,FALSE,good cargo,,31@CAVE:b[5477;4486;599],1,5,6
5477,CAVE,31,b,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,3,1,2,FALSE,TRUE,FALSE,was kind of sad,,31@CAVE:b[5477;4486;599],0,0,3
599,CAVE,31,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,TRUE,FALSE,FALSE,3,3,2,1,3,FALSE,FALSE,FALSE,Placed hatches and cargo pretty well on the bottom layer,,31@CAVE:b[5477;4486;599],2,5,3
2486,CAVE,31,r,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,2,0,2,3,0,FALSE,FALSE,TRUE,5,4,4,1,4,FALSE,FALSE,FALSE,Very efficient,,31@CAVE:r[580;5137;2486],2,7,12
5137,CAVE,31,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,FALSE,TRUE,FALSE,1,3,3,1,3,FALSE,FALSE,FALSE,They kept dropping the hatch when placing it,,31@CAVE:r[580;5137;2486],1,2,6
580,CAVE,31,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,1,1,1,FALSE,FALSE,FALSE,Lost connection,,31@CAVE:r[580;5137;2486],0,0,0
4201,CAVE,32,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,4,3,0,TRUE,FALSE,FALSE,4,5,4,1,4,FALSE,FALSE,FALSE,,,32@CAVE:b[4201;5107;5700],0,7,3
5107,CAVE,32,b,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,1,1,1,FALSE,TRUE,TRUE,not good at defense just chasing the other robots but unable to stop them. no penalties but no pins either. didn't play defense just following robots in circles . defending a disabled robot. running into teammate's robots.,,32@CAVE:b[4201;5107;5700],1,0,3
5700,CAVE,32,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,TRUE,FALSE,FALSE,2,2,2,1,3,FALSE,FALSE,FALSE,Very similar design as our robot but the accuracy and driving are of much lower quality than ours,,32@CAVE:b[4201;5107;5700],2,2,3
3863,CAVE,32,r,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,1,1,1,FALSE,FALSE,FALSE,,,32@CAVE:r[2199;6560;3863],2,0,0
6560,CAVE,32,r,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,3,2,4,TRUE,FALSE,TRUE,They didn't pin effec ti ve!y and rushed to robot into the hatch,,32@CAVE:r[2199;6560;3863],1,0,3
4711,CAVE,33,b,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,1,1,1,1,1,FALSE,FALSE,FALSE,dropped cargo in sandstorm after coming off of hab. very slow. keeps dropping cargo after picking it up. cycle time is super duper slow. driver is inexperienced,,33@CAVE:b[7324;4711;5510],1,1,0
5510,CAVE,33,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,1,TRUE,FALSE,FALSE,1,3,2,1,2,FALSE,FALSE,FALSE,Is a ramp robot very slow and not very maneuverable i don't think it has a cargo mechanism,,33@CAVE:b[7324;4711;5510],2,4,3
7324,CAVE,33,b,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,3,1,3,1,3,FALSE,FALSE,FALSE,,,33@CAVE:b[7324;4711;5510],0,1,3
114,CAVE,33,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,0,6,1,FALSE,FALSE,FALSE,4,3,4,1,4,FALSE,FALSE,FALSE,Cargo placement is really accurate and intake was accurate,,33@CAVE:r[7887;114;5857],1,10,0
5857,CAVE,33,r,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,4,0,0,FALSE,FALSE,FALSE,3,4,4,1,4,FALSE,FALSE,FALSE,Very good at hatches,,33@CAVE:r[7887;114;5857],2,5,0
7887,CAVE,33,r,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,1,3,1,FALSE,FALSE,TRUE,Did a really good job at pinning but also wandered around aimlessly,,33@CAVE:r[7887;114;5857],0,0,3
1138,CAVE,34,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,TRUE,FALSE,3,1,2,1,3,FALSE,FALSE,FALSE,,,34@CAVE:b[7327;4414;1138],2,3,6
4414,CAVE,34,b,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,1,1,0,0,2,2,2,6,2,2,1,5,0,0,FALSE,FALSE,TRUE,5,5,5,1,5,FALSE,FALSE,FALSE,amazing its high tide,,34@CAVE:b[7327;4414;1138],1,11,12
7327,CAVE,34,b,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,FALSE,FALSE,FALSE,4,1,3,1,3,FALSE,FALSE,FALSE,their robot started stalling and the drivers were having trouble controlling the robot towards the end,,34@CAVE:b[7327;4414;1138],0,3,0
2543,CAVE,34,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,FALSE,FALSE,TRUE,4,1,3,1,5,FALSE,TRUE,FALSE,Bumped into alliance team once. Can level 3 climb pretty fast.Intake for cargo is efficient.,,34@CAVE:r[5102;5818;2543],2,4,12
5102,CAVE,34,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,2,2,1,1,FALSE,FALSE,FALSE,Driving was slow and bad and weren't able to even take ground intaks,,34@CAVE:r[5102;5818;2543],0,0,0
5818,CAVE,34,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,2,2,0,0,2,4,0,0,4,0,0,TRUE,FALSE,FALSE,4,5,4,1,4,FALSE,FALSE,FALSE,Went for hatches first and then cargo. Can't go for high level cargo or hat changes,,34@CAVE:r[5102;5818;2543],1,6,3
4470,CAVE,35,b,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,1,1,1,1,2,FALSE,FALSE,FALSE,Just kind of drove around in circles not really trying to pick up or score anything,,35@CAVE:b[6398;5136;4470],2,1,3
5136,CAVE,35,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,FALSE,TRUE,FALSE,3,2,1,1,2,FALSE,FALSE,FALSE,,,35@CAVE:b[6398;5136;4470],1,3,6
6398,CAVE,35,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,TRUE,FALSE,FALSE,4,1,4,3,2,FALSE,FALSE,TRUE,their defense was all over the place and their main strategy was just to run into other robots to prevent them from scoring.,,35@CAVE:b[6398;5136;4470],0,3,3
3303,CAVE,35,r,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,4,1,3,1,3,FALSE,FALSE,FALSE,Dropped hatch a the beginning of the game,,35@CAVE:r[7326;6764;3303],2,5,0
6764,CAVE,35,r,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,3,1,3,FALSE,FALSE,FALSE,Slow reaction timeWandered aimlesslySketch elevatorJerky movementsDidn't do anything,,35@CAVE:r[7326;6764;3303],1,0,0
7326,CAVE,35,r,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,1,2,1,FALSE,FALSE,TRUE,Tried to play defense but failed;they just drove around rigid and shaky,,35@CAVE:r[7326;6764;3303],0,0,0
114,CAVE,36,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,2,4,3,0,TRUE,FALSE,FALSE,4,4,4,1,4,FALSE,FALSE,FALSE,114 committed a 2 ball foul during the sandstorm,,36@CAVE:b[114;7324;5137],0,7,3
5137,CAVE,36,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,TRUE,FALSE,3,2,3,1,2,FALSE,FALSE,FALSE,Missed all hatch panel placements; and climbed efficiently with a did under supporting the back half,,36@CAVE:b[114;7324;5137],2,2,6
7324,CAVE,36,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,1,1,1,FALSE,FALSE,FALSE,,,36@CAVE:b[114;7324;5137],1,0,3
3473,CAVE,36,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,TRUE,FALSE,FALSE,5,3,3,1,4,FALSE,FALSE,FALSE,Great cargo intake and accurate. Fast cargo cycle.,,36@CAVE:r[5700;5869;3473],2,5,3
5700,CAVE,36,r,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,TRUE,FALSE,FALSE,1,3,3,1,2,FALSE,FALSE,FALSE,Really slow hatch cycle times; missed it many times,,36@CAVE:r[5700;5869;3473],0,4,3
5869,CAVE,36,r,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,4,3,4,FALSE,FALSE,TRUE,Not aggressiveRams sides not cornersAttwmlss to block rather than hitNot very effective defenseCame back at 30 seconds,,36@CAVE:r[5700;5869;3473],1,0,3
115,CAVE,37,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,2,3,0,FALSE,TRUE,FALSE,5,5,5,1,5,FALSE,FALSE,FALSE,Quite a saucy robot,,37@CAVE:b[7327;4486;115],2,6,6
4486,CAVE,37,b,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,4,0,0,FALSE,TRUE,FALSE,3,2,1,1,1,FALSE,FALSE,FALSE,,,37@CAVE:b[7327;4486;115],1,4,6
7327,CAVE,37,b,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,TRUE,FALSE,FALSE,4,3,3,1,3,FALSE,FALSE,FALSE,,,37@CAVE:b[7327;4486;115],0,5,3
5107,CAVE,37,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,FALSE,FALSE,FALSE,1,2,1,1,1,FALSE,FALSE,FALSE,Hatch panel was disgusting; they took forever to get ground intake and couldn't place it either,,37@CAVE:r[5107;5477;6934],0,2,0
5477,CAVE,37,r,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,TRUE,FALSE,FALSE,4,3,3,1,4,FALSE,FALSE,FALSE,It has slow cycle timesSketch climbIntake and output took a long time,,37@CAVE:r[5107;5477;6934],1,2,3
6934,CAVE,37,r,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,3,1,3,3,3,FALSE,FALSE,TRUE,Defense is ok. 50% success rate for defense. Went back just in time for ckimb.,,37@CAVE:r[5107;5477;6934],2,1,3
2543,CAVE,38,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,1,FALSE,FALSE,TRUE,2,3,4,1,3,FALSE,FALSE,FALSE,Moved the disabled bot; picked up a lot of cargo and hatches; and wasted little time,,38@CAVE:b[4201;6764;2543],2,7,12
4201,CAVE,38,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,2,2,5,0,0,TRUE,FALSE,FALSE,4,4,4,1,4,FALSE,FALSE,FALSE,cycle time was fast; able to do all three levels for cargo and hatches,,38@CAVE:b[4201;6764;2543],0,6,3
6764,CAVE,38,b,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,1,1,1,FALSE,FALSE,FALSE,not disabled but issues with drive train and did not move throughout the match scored nothing,,38@CAVE:b[4201;6764;2543],1,0,0
4711,CAVE,38,r,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,2,1,1,FALSE,FALSE,FALSE,Arm was big and useless; kinda too complex and they couldn't control it properly and drive properly,,38@CAVE:r[4711;7323;580],0,0,3
580,CAVE,38,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,3,TRUE,FALSE,FALSE,1,5,4,1,5,FALSE,FALSE,FALSE,Climbed onto hab very quickly in the last few seconds,,38@CAVE:r[4711;7323;580],2,5,3
7323,CAVE,38,r,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,3,1,2,FALSE,FALSE,FALSE,Did nothing just drive aimlesslyDropped hatch panelCrossed cargo line but didn't play defense just went back and forth between2 sides,,38@CAVE:r[4711;7323;580],1,0,3
3863,CAVE,39,b,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,1,0,0,2,2,1,5,1,2,2,5,0,0,FALSE,FALSE,FALSE,5,5,4,1,4,FALSE,FALSE,FALSE,Almost finished a whole rocket by themselves missed two cargo in the last seconds,,39@CAVE:b[6553;5510;3863],2,10,0
5510,CAVE,39,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,FALSE,FALSE,1,3,2,1,4,FALSE,FALSE,FALSE,ramp bot bad intake only hatch lv1 ramp attempted not successful,,39@CAVE:b[6553;5510;3863],1,1,3
6553,CAVE,39,b,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,TRUE,FALSE,FALSE,4,1,3,1,4,FALSE,FALSE,FALSE,had a difficult time grabbing on to the cargo.,,39@CAVE:b[6553;5510;3863],0,3,3
4414,CAVE,39,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,1,0,0,2,2,2,6,2,2,1,5,0,0,FALSE,FALSE,TRUE,5,5,5,2,5,FALSE,FALSE,TRUE,,,39@CAVE:r[4414;599;5136],0,11,12
5136,CAVE,39,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,TRUE,FALSE,FALSE,4,2,2,1,2,FALSE,FALSE,FALSE,Hatching mechanism is kinda jank,,39@CAVE:r[4414;599;5136],2,4,3
599,CAVE,39,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,0,3,0,FALSE,TRUE,FALSE,4,4,4,1,4,FALSE,FALSE,FALSE,Decent cycle timesSmooth driving,,39@CAVE:r[4414;599;5136],1,6,6
294,CAVE,40,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,2,2,3,1,3,FALSE,FALSE,FALSE,Missed 3 hatches in a row; was getting stopped by casual defense,,40@CAVE:b[5199;5102;294],2,3,12
5102,CAVE,40,b,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,2,2,4,FALSE,FALSE,TRUE,defended the defend bot of the other alliance not successful got a foul for pinning didn't move for the initial one and a half minute,,40@CAVE:b[5199;5102;294],1,0,0
5199,CAVE,40,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,1,0,0,1,0,0,1,1,2,4,1,2,2,5,1,0,TRUE,FALSE,FALSE,5,5,4,1,3,FALSE,FALSE,FALSE,Very fast cycle time; Can fill a whole rocket; consistent output and intake,,40@CAVE:b[5199;5102;294],0,10,3
3328,CAVE,40,r,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,3,1,4,FALSE,TRUE,FALSE,Sketch hatch intakeStopped randomlyDrove aimlesslyJerky movements,,40@CAVE:r[7887;3328;3925],1,0,3
3925,CAVE,40,r,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,4,4,5,1,3,FALSE,FALSE,FALSE,Kinda screwed around at the beginning 30 sec or so then was really good at putting in cargo and decent at hatching,,40@CAVE:r[7887;3328;3925],2,7,0
7887,CAVE,40,r,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,1,3,1,FALSE,FALSE,TRUE,Did nothing but defense but was not very good at it; almost knocked over 5199 (opposing alliance ) while defense,,40@CAVE:r[7887;3328;3925],0,0,0
1138,CAVE,41,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,TRUE,3,4,3,1,4,FALSE,FALSE,FALSE,been heavily defensed by 3512 got a foul I didn't get the reason placed two cargos in one for defense missed a couple of cargos for defense,,41@CAVE:b[6398;1138;3303],1,2,12
3303,CAVE,41,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,1,1,3,2,2,FALSE,FALSE,FALSE,Played in defense not many could but didn't really stop anyone from scoring,,41@CAVE:b[6398;1138;3303],2,0,6
6398,CAVE,41,b,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,4,1,5,FALSE,FALSE,FALSE,had a very difficult time intaking the cargo; and the cargo was easily knocked out of the robot by other robots.,,41@CAVE:b[6398;1138;3303],0,0,3
3512,CAVE,41,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,TRUE,FALSE,FALSE,1,2,4,5,3,FALSE,FALSE,TRUE,Best defense I've seen; stopped multiple robots at once,,41@CAVE:r[5857;7650;3512],2,1,3
5857,CAVE,41,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,FALSE,TRUE,FALSE,2,2,2,1,2,FALSE,FALSE,FALSE,Slow cycle; misplaced one cargo; took a long time to climb,,41@CAVE:r[5857;7650;3512],0,3,6
7650,CAVE,41,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,FALSE,TRUE,FALSE,4,4,4,1,4,FALSE,FALSE,FALSE,Decent cycle time Slow hatch intakeSmooth driving Did bit interfere with other robotsFocused on cargo ship,,41@CAVE:r[5857;7650;3512],1,2,6
4470,CAVE,42,b,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,TRUE,FALSE,FALSE,4,1,2,1,3,FALSE,FALSE,FALSE,super long cycle time got stuck on leaving lv2 during sand storm,,42@CAVE:b[5818;4470;6560],1,3,3
5818,CAVE,42,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,FALSE,FALSE,TRUE,3,4,4,1,3,FALSE,FALSE,FALSE,decent cycle time; cannot do 3rd hatch nor cargo,,42@CAVE:b[5818;4470;6560],0,5,12
6560,CAVE,42,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,0,FALSE,TRUE,FALSE,2,3,2,1,3,FALSE,FALSE,FALSE,Commited to level 2 climb late,,42@CAVE:b[5818;4470;6560],2,6,6
2486,CAVE,42,r,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,FALSE,FALSE,TRUE,5,4,4,1,4,FALSE,FALSE,FALSE,Fast cycle; tried to do third level climb but fell; succeeded in the end,,42@CAVE:r[2486;5678;7326],0,7,12
5678,CAVE,42,r,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,TRUE,FALSE,FALSE,4,2,3,1,4,FALSE,FALSE,FALSE,Hatch intake very unreliable,,42@CAVE:r[2486;5678;7326],1,3,3
7326,CAVE,42,r,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,2,1,1,FALSE,TRUE,TRUE,The Box broke and they got 2 fouls; lot defense and didn't do anything productive,,42@CAVE:r[2486;5678;7326],2,0,0
4201,CAVE,43,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,0,0,TRUE,FALSE,FALSE,1,4,3,1,4,FALSE,FALSE,FALSE,been defensed at the rocket and their hatch fell out after alliance member put a cargo in the rocket,,43@CAVE:b[5199;4201;5510],1,3,3
